status,title,content,fact,references,tanggal,conclusion
Salah,Info Pemutihan Surat Izin Mengemudi Pada 2-7 April 2018,"Ada Pemutihan SIM Yang Sudah Mati Untuk Gol A,B, dan C, Di Polwil, Berlaku Mulai Tanggal 27 Desember s/d 6 Januari 2018, Tolong Di Bantu Share Ya, Agar Yang Memiliki SIM Mati Bisa Di Perbarui Tanpa Menggulang Tes Lagi, Berlaku Seluruh Indonesia.","Satlantas Polrestabes Bandung meminta masyarakat tidak percaya dengan adanya informasi tentang pemutihan SIM (Surat Izin Mengemudi). “Jangan percaya terhadap informasi mengenai pemutihan SIM, ini adalah informasi palsu atau hoax yang disebarkan oleh orang yang tidak bertanggung jawab,” ujar Kanit Regident SatLantas Polrestabes Bandung, AKP, Atik Suswanti, Rabu (4/4/2018).",https://turnbackhoax.id/2018/04/04/salah-info-pemutihan-surat-izin-mengemudi-pada-2-7-april-2018/,2018-04-04,Debunk ini berisi informasi palsu atau hoax yang beredar dimedia sosial terkait pemutihan SIM yang telah mati tanpa mengulang tes tertulis dan praktek di Polres wilayah terdekat.
Salah,Undian Berhadiah Bank Mandiri,"𝙆𝙝𝙪𝙨𝙪𝙨 𝙉𝙖𝙨𝙖𝙗𝙖𝙝 𝘽𝙖𝙣𝙠 MANDIRI 𝙔𝙖𝙣𝙜 𝙎𝙪𝙙𝙖𝙝 𝘼𝙠𝙩𝙞𝙛 Menggunakan LIVIN by MANDIRI 𝙂𝙀𝘽𝙔𝘼𝙍 𝙐𝙉𝘿𝙄𝘼𝙉 𝙂𝙍𝘼𝙉𝘿 𝙋𝙍𝙄𝙕𝙀 𝙏𝘼𝘽𝙐𝙉𝙂𝘼𝙉 𝘽𝘼𝙉𝙆 MANDIRI 𝙃𝙖𝙙𝙞𝙧 𝙡𝙖𝙜𝙞,  𝘼𝙮𝙤 𝙗𝙪𝙧𝙪𝙖𝙣 𝘿𝙖𝙛𝙩𝙖𝙧 𝙖𝙜𝙖𝙧 𝙢𝙚𝙢𝙚𝙣𝙖𝙣𝙜𝙠𝙖𝙣 𝙂𝙧𝙖𝙣𝙙 𝙋𝙧𝙞𝙯𝙚 𝙎𝙚𝙥𝙚𝙧𝙩𝙞: 𝙂𝙧𝙖𝙣𝙙 𝙋𝙧𝙞𝙯𝙚 𝙈𝙤𝙗𝙞𝙡 -1 𝙐𝙣𝙞𝙩 𝙈𝙤𝙗𝙞𝙡 𝘼𝙡𝙥𝙝𝙖𝙧𝙙 -1 𝙐𝙣𝙞𝙩 𝙈𝙤𝙗𝙞𝙡 𝘾𝙍-𝙑 𝙏𝙪𝙧𝙗𝙤 -1 𝙐𝙣𝙞𝙩 𝙈𝙤𝙗𝙞𝙡 𝙓𝙥𝙖𝙣𝙙𝙚𝙧 -1 𝙐𝙣𝙞𝙩 𝙈𝙤𝙗𝙞𝙡 𝙁𝙤𝙧𝙩𝙪𝙣𝙚𝙧 -1 𝙐𝙣𝙞𝙩 𝙈𝙤bil  -1 𝙐𝙣𝙞𝙩 𝙈𝙤𝙗𝙞𝙡 𝘽𝙈𝙒 -20 𝙐𝙣𝙞𝙩  𝙥𝙧𝙤𝙢𝙖𝙭15 -10 𝙋𝙖𝙠𝙚𝙩 𝙬𝙞𝙨𝙖𝙩𝙖 𝙎𝙞𝙣𝙜𝙖𝙥𝙪𝙧𝙖 -10 𝙋𝙖𝙠𝙚𝙩 𝙐𝙢𝙧𝙤𝙝 𝙂𝙧𝙖𝙩𝙞𝙨 𝙈𝙖𝙨𝙞𝙝 𝙗𝙖𝙣𝙮𝙖𝙠 𝙠𝙚𝙪𝙣𝙩𝙪𝙣𝙜𝙖𝙣 𝙡𝙖𝙞𝙣𝙣𝙮𝙖... 𝙞𝙣𝙛𝙤 𝙡𝙚𝙗𝙞𝙝 𝙡𝙖𝙣𝙟𝙪𝙩 𝙩𝙚𝙣𝙩𝙖𝙣𝙜 𝙥𝙚𝙣𝙙𝙖𝙛𝙩𝙖𝙧𝙖𝙣 ( 𝙂𝙀𝘽𝙔𝘼𝙍 𝙐𝙉𝘿𝙄𝘼𝙉 𝙂𝙍𝘼𝙉𝘿 𝙋𝙍𝙄𝙕𝙀 𝘽𝘼𝙉𝙆 MANDIRI) 𝙨𝙞𝙡𝙖𝙠𝙖𝙣 𝙠𝙡𝙞𝙠 ( 𝘿𝙖𝙛𝙩𝙖𝙧 ) 𝙮𝙖𝙣𝙜 𝙠𝙖𝙢𝙞 𝙨𝙚𝙙𝙞𝙖𝙠𝙖𝙣.","Akun facebook Promo Special telah memposting sebuah unggahan yang mengklaim adanya undian berhadiah dari Bank Mandiri. Postingan tersebut diunggah pada 4 Mei 2024.

Dilansir dalam tirto.id mereka telah menemukan postingan yang hampir sama dengan postingan sejenis dengan postingan akun facebook Promo Special. Setelah dilakukan penelusuran dengan mengecek tautan yang dicantumkan tidak mengarah kepada situs atau web resmi Bank Mandiri. Instagram resmi Bank Mandiri yaitu @bankmandiri tidak adanya informasi mengenai undian berhadiah tersebut. Pada situs web resmi Bank Mandiri www.bankmandiri.co.id juga tidak adanya informasi mengenai undian berhadiah tersebut.

Penelusuran pada akun facebook Promo Special ternyata akun tersebut baru dibuat pada 3 Mei 2024 dan hanya mempunyai 3 pengikut. Lewat highlight “JagaBaikBaik”, Bank Mandiri mengingatkan nasabah untuk berhati-hati dengan akun palsu. Bank Mandiri menegaskan bahwa program undian yang diselenggarakan pihaknya selalu diinformasikan di situs dan media sosial resmi Bank Mandiri yang terverifikasi dengan centang biru atau hijau.

Sementara itu akun Facebook yang mengatasnamakan Bank Mandiri bisa jadi merupakan modus penipuan atau phishing.","https://bankmandiri.co.id
https://www.instagram.com/s/aGlnaGxpZ2h0OjE3ODkwMDkzMDY0NjEzNTU1?story_media_id=2774112597756933166&igsh=MTg4MWhpZHRueG95ZA==
https://tirto.id/tidak-benar-ada-undian-berhadiah-bagi-nasabah-bank-mandiri-gXwb
https://turnbackhoax.id/2024/04/30/salah-gebyar-undian-mandiri-oleh-akun-programundian2024/",2024-05-11,"Faktanya, tautan pada unggahan tidak mengarah ke situs resmi Bank Mandiri dan tidak adanya informasi promo berhadiah pada media sosial resmi Bank Mandiri."
Salah,Bencana Langka dan Dahsyat Amuk Tiga Kota Besar di Jawa Barat,"Akun YouTube Alarm Alam pada Rabu (13/11/2024) mengunggah video [arsip] disertai narasi: INDONESIA GEMPAR || BENCANA LANGKA DAN DAHSYAT AMUK 3 KOTA BESAR DI JAWA BARAT  Sampai Jumat (27/12/2024), video berdurasi 8 menit 31 detik itu telah ditonton lebih dari 353 ribu kali dan disukai sekitar 2.300-an pengguna.","Tim Pemeriksa Fakta Mafindo (TurnBackHoax) melakukan pemeriksaan terhadap keaslian video menggunakan InVID. Diketahui, video hanya berisi kompilasi sejumlah potongan dokumentasi banjir di Indonesia dan luar negeri.

Berikut beberapa sumber aslinya:

1. Dokumentasi unggahan akun X “GokMedresesiiii” pada Senin (4/11/2024) dengan  keterangan ""How Switzerland's mountain villages are being destroyed? Of course, by causing floods to come from the mountains! Brienz, Switzerland.
2. Video kebocoran sungai Lamone di Traversara, sebuah dusun di Bagnacavallo (Ravenna) pada Oktober 2024. Ditayangkan oleh media Italia, iL Resto del Carlino, dalam berita “Traversara, il punto dove il Lamone ha rotto l'argine. L'impeto del fiume”.
3. Video unggahan akun Instagram “eni_langsa” pada Oktober 2024 tentang kondisi di Seruway, Aceh.
","[ilrestodelcarlino.it] Traversara, il punto dove il Lamone ha rotto l'argine. L'impeto del fiume
https://www.ilrestodelcarlino.it/video/traversara-il-punto-dove-il-lamone-ha-rotto-largine-limpeto-del-fiume-e50jan3o 
https://www.instagram.com/reel/DBD7oHioXD0/?igsh=MXZ3NGdzdnJ0MGdoOA%3D%3D 
https://x.com/GokMedresesiiii/status/1853374993016422869?t=C-cZsbPLYplDOtpXv3HDww&s=19 
https://www.youtube.com/watch?v=rTjREEIfOeU  (tautan unggahan kanal YouTube “Alarm Alam”) 
https://ghostarchive.org/varchive/rTjREEIfOeU  (arsip unggahan kanal YouTube “Alarm Alam”) 
",2024-12-27,"Video dengan narasi “bencana langka dan dahsyat amuk tiga kota besar di Jawa Barat” merupakan konten yang dimanipulasi (manipulated content).
"
Salah,Justin Bieber Meninggal,"Beredar sebuah postingan video oleh akun TikTok @Migasualoka pada 24 Januari 2024. Postingam tersebut menampilkan beberapa orang petugas sedang membawa peti jenaza dan dimasukan ke dalam mobil. Dalam postingannya, video tersebut diklaim bahwa seorang penyanyi luar negeri Justin Bieber meninggal dunia.","Berdasarkan penelusuran, video yang diklaim merupakan prosesi jenazah Justin Bieber adalah tidak benar. Informasi yang serupa juga pernah beredar pada tahun 2023.

Pada akun media sosial resmi milik Justin Bieber maupun istinya Hailey Bieber juga tidak terdapat berita terkait kabar duka tersebut.

Klarifikasi terkait dengan kematian Justin Bieber juga sudah dimuat oleh banyak media pada tahun 2023, dan muncul kembali pada tahun 2024 dengan narasi yang berbeda.

Dengan demikian, video yang beredar terkait dengan kematian Justin Bieber adalah tidak benar, sehingga masuk ke dalam konten yang menyesatkan.","https://kalteng.antaranews.com/berita/623634/justin-bieber-meninggal-dunia-dalam-sebuah-kecelakaan-hoaks

https://www.kompas.com/cekfakta/read/2023/03/07/133100582/cek-fakta–hoaks-justin-bieber-tewas-dalam-kecelakaan-mobil

https://www.liputan6.com/cek-fakta/read/5236727/cek-fakta-hoaks-kabar-justin-bieber-meninggal-dunia-pada-7-maret-2023",2024-01-29,Video yang beredar terkait dengan kematian Justin Bieber adalah tidak benar. Tidak ada informasi valid yang memberitakan kabar tersebut.
Salah, WARGA SOLO ANCAM DEMO BESAR-BESARAN KE GIBRAN”," Mem4nas !! Gibran V-s R4kyat Masuk Babak Baru, Warga So1o 4nc4m Dem0 Bes4r-Bes4ran","Sebuah unggahan video di media sosial Facebook dengan nama pengguna “Parameter Major” mengunggah video dengan narasi warga Solo ancam demo besar-besaran ke Gibran.

Setelah menonton keseluruhan dari isi video, tidak ditemukan informasi kredibel terkait klaim dalam narasi. Video tersebut hanya berisi potongan video dan gambar dari peristiwa yang berbeda-beda yang digabung menjadi satu.

Thumbnail video merupakan hasil rekayasa, Gambar tersebut identik dengan artikel milik suara.com dengan judul artikel “Apa Itu Topo Bisu? Ada Demo ‘Aneh’ yang Digelar di Rumah Dinas Gibran”.

Salah satu klip pada video yang menampilkan sosok Yunarto Wijaya yang sedang memberikan penjelasan  tentang pidato pertama Gibran sebagai cawapres.

Video tersebut identik dengan video ungghan milik KOMPASTV dengan judul video “Analisis Pengamat Politik, Yunarto Wijaya Soal Ucapan Gibran ‘Tenang Pak Prabowo, Saya di Sini.

Dengan demikian, klaim tentang warga Solo ancam demo besar-besaran ke Gibran adalah salah dan masuk kategori konten yang menyesatkan.","https://www.suara.com/lifestyle/2023/10/17/150500/apa-itu-topo-bisu-ada-demo-aneh-yang-digelar-di-rumah-dinas-gibran
https://www.youtube.com/watch?v=mkJSWHGMobA",2023-12-11,"Hasil periksa fakta Yudho Ardi

Informasi yang menyesatkan, faktanya pada thumbnail tersebut merupakan aksi demo Topo Bisu di rumah dinas Wali Kota Solo pada senin 16 September 2023."
Salah,Detik detik Adian Napitulu Permalukan SBY Saat Live TV Nasional,Breaking news!!! Cecar habis Demokrat!! Adian permalukan SBY saat live di TV,"Beredar sebuah unggahan Facebook yang mengklaim bahwa politisi Adian Napitulu mempermalukan SBY saat live di Mata Najwa. Gambar pratinjau menampilkan foto Adian menghadiri acara televisi tersebut bersama Najwa Shihab dan juga SBY. Faktanya gambar pratinjau tersebut hasil manipulasi.

Berdasarkan pencarian google image, foto dalam gambar pratinjau merupakan live Mata Najwa pada Mei 2019 yang menghadirkan Adian Napitulu dan Arief Poyuono. Foto SBY dalam gambar pratinjau merupakan hasil editan.

Dalam video yang diunggah 20 Januari 2023 itu, tidak ada pernyataan Adian yang mempermalukan SBY saat live televisi. Isi video mengenai kinerja Jokowi selama menjadi presiden. Narasi dalam video dikutip dari tiga sumber artikel portal media politik.

Dengan demikian, klaim Adian Napitulu permalukan SBY saat live di TV adalah salah. Konten tersebut termasuk dalam konten yang dimanipulasi.","https://narasi.tv/amp/video/mata-najwa/najwa-pegangi-tangan-adian-dan-poyuono

https://www.rmoljabar.id/pdip-kerap-diserang-fitnah-adian-napitupulu-kita-jawab-dengan-kerja

https://rm.id/baca-berita/parlemen/140786/pembangunan-infrastruktur-di-era-jokowi-politisi-golkar-ridwan-bae-sudah-on-the-track-jauh-lebih-baik

https://politik.rmol.id/read/2022/09/16/547627/serang-balik-ahy-repdem-jangan-cuma-beretorika-tanpa-basis-data",2023-02-16,"Tidak ada video Adian mempermalukan SBY saat live di televisi. Faktanya, gambar pratinjau merupakan hasil manipulasi dari foto yang berbeda. Sedangkan, konten dalam video mengenai kinerja Jokowi selama menjadi presiden."
Salah,"Sebar Hoaks Sistem Pemilu, Denny Indrayana dan Ganjar Ditangkap",Sebar Hoax Seputar Pilpres Demi Gagalkan Anies Nyapres:exclamation:Denny Indrayana & Ganjar Di Bawa Siang Ini:bangbang:,"Mantan Wakil Menteri Hukum dan Hak Asasi Manusia, Denny Indrayana, sebelumnya dilaporkan ke Badan Reserse Kriminal (Bareskrim) Polri terkait informasi yang disebarkannya mengenai putusan MK terkait sistem pemilu. Laporan tersebut teregister dalam Laporan Polisi (LP) bernomor: LP/B/128/V/2023/SPKT/BARESKRIM POLRI tanggal 31 Mei 2023. Pelapor kasus ini berinisial AWW.

Kanal Youtube LIDAH RAKYAT mengunggah video dengan klaim bahwa Denny Indrayana menyebarkan hoaks untuk menggagalkan pencalonan Anies Baswedan sebagai Presiden Republik Indonesia. Atas kasus ini, Denny dan Ganjar disebut ditangkap dan dibawa oleh kepolisian.

Namun narasi dalam video tidak menjelaskan mengenai penangkapan Denny dan Ganjar. Narator dalam video hanya membacakan ulang artikel milik TV One News dan Kabar 24.

Pada dua artikel tersebut menjelaskan tanggapan Anies Baswedan terkait kasus yang menjerat Denny Indrayana. Dalam hal ini, Anies Baswedan menilai bahwa Pakar Hukum dan Tata Negara, Denny Indrayana hanya sekadar mengungkapkan pendapat bukan menyebar berita bohong.

Lebih lanjut, mantan Gubernur Jakarta ini melihat kepolisian pasti akan mengusut kasus ini dengan baik, apalagi dirinya percaya dengan marwah kepolisian saat ini untuk menciptakan situasi demokrasi yang sehat.","https://www.tvonenews.com/berita/nasional/126997-denny-indrayana-dipolisikan-sebar-berita-hoaks-sistem-pemilu-anies-baswedan-kebebasan-berpendapat?page=all
https://kabar24.bisnis.com/read/20230603/16/1661730/denny-indrayana-dilaporkan-ke-bareskrim-anies-baswedan-percaya-polri-jaga-marwah-demokrasi",2023-06-08,"Hasil periksa fakta Agnes Amungkasari.

Tidak ada informasi mengenai penangkapan Denny Indrayana dan Ganjar. Narasi dalam video berisi tanggapan Anies Baswedan terkait kasus penyebaran berita bohong yang menjerat Denny."
Salah,Pernyataan Mahathir Mohammad tentang Pelajar Indonesia,"Ini kata paman tetangga sebelah lho… PELAN-PELAN anak-anak sekolah negeri di Indonesia akan tertinggal dalam penguasaan sains. Umurnya habis untuk ayat-ayat dan daoa, belajar soal haram, dosa, bidadari, menghitung pahala, mencari dalil, memikirkan akerat. Setelah kalah bersaing lalu memusuji pemerintah dan mendirikan negara syariah sebagai solusinya.. ( Mahatir Muhammad ).","Akun facebook Satrio Wudho mengunggah gambar yang berisikan klaim pernyataann mantan Perdana Menteri Malaysia Mahathir Mohammad tentang pelajar Indonesia akan tertinggal dalam penguasaan sains akibat terlalu banyak mempelajari agama.

Berdasarkan hasil penelusuran, klaim serupa juga pernah dibahas sebelumnya dalam artikel Turnbackhoax.id pada November 2020 lalu. Tidak ditemukan pernyataan Mahathir Mohammad terkait anak Indonesia akan tertinggal dalam sains karena sibuk mempelajari agama, namun ditemukan jejak digital terkait kritik Mahathir Mohammad terhadap sistem pendidikan di negaranya, Malaysia.

Kritikan tersebut disampaikan Mahathir Mohammad dalam acara makan malam tahunan almamater Sultan Abdul Hamid Collage (SAHC). Saat itu, Mahathir mengatakan bahwa pendidikan Malaysia akan diperbaiki dengan mengurangi fokus pada pelajaran agama. Sistem pendidikan yang terlalu terfokus pada pelajaran agama akan membuat siswa tidak memiliki kompetensi yang cukup untuk mendapatkan pekerjaan.

Menurut Mahathir, sistem pendidikan Malaysia banyak menghasilkan cendikiawan agama atau ulama. Tapi, ketika terlalu banyak ulama, mereka selalu berbeda pendapat satu sama lain, dan menyesatkan pengikutnya. Karena itu, Mahathir ingin kurikulum sekolah diubah. Mahathir juga menekankan pentingnya kemahiran dalam bahasa Inggris.

Dengan demikian, klaim pernyataan Mahathir Mohammad seperti pada gambar yang diunggah oleh akun Facebook Satrio Wudho adalah tidak benar dan termasuk dalam konten yang menyesatkan.","https://dunia.tempo.co/read/1157977/mahathir-mohamad-akan-kurangi-silabus-agama-di-sekolah-malaysia/full&view=ok

https://www.medcom.id/pendidikan/news-pendidikan/GNGBm3LK-mahathir-kurangi-jam-belajar-agama-di-sekolah-malaysia

https://www.malaymail.com/news/malaysia/2018/12/21/for-education-overhaul-pm-moots-cutting-back-on-religion-studies/1705356",2021-02-21,"Hasil Periksa Fakta Konaah (Anggota Komisariat MAFINDO Universitas 17 Agustus 1945 Jakarta).

Tidak ditemukan bukti valid terkait dengan pernyataan Mahathir Mohammad tentang pelajar Indonesia akan tertinggal dalam Penguasaan sains akibat terlalu banyak mempelajari agama, melainkan kritikan Mahathir tentang sistem pendidikan di negaranya, Malaysia."
Salah,Anak Yatim Piatu Meninggal Dunia Akibat Kelaparan di Makassar,Akun Twitter kegblgnunfaedh pada Jumat (17/1/2025) mengunggah gambar [arsip] disertai narasi: BERDOSA BESAR WARGA SETEMPAT DAN PEMERINTAH DAERAH YG BIARKAN SEORANG ANAK YATIM PIATU WAFAT DLM KELAPARAN Per Senin (27/1/2025) video itu disukai lebih dari 19 ribu akun dan dibagikan ulang lebih dari 3 ribuan kali.,"Tim Pemeriksa Fakta Mafindo (TurnBackHoax) memasukkan kata kunci “anak yatim piatu meninggal dunia akibat kelaparan di Makassar” ke mesin pencari Google. Tidak ditemukan informasi dari laman berita kredibel atau akun resmi pemerintahan yang membenarkan klaim tersebut.  

Dilansir berita beridata.com, ketua RT Rosnanengsih menjelaskan bahwa Nandira bukanlah seorang yatim piatu seperti yang diberitakan. Ia memiliki seorang ibu bernama Yeti Sapta Rini, yang memiliki KTP Jawa Timur.

Nandira meninggal dunia bukan akibat kelaparan melainkan mendadak mengalami kejang-kejang sebelum akhirnya menghembuskan napas terakhir pada Jumat, 20 Desember 2024, sekitar pukul 10.00 WITA.","[beridata.com] Cek Fakta: Anak Meninggal di Kelurahan Masale Karena Kelaparan Adalah Hoaks
",2025-01-27,"Unggahan berisi narasi “anak yatim piatu meninggal dunia akibat kelaparan di Makassar” merupakan konten yang menyesatkan (misleading content).

(Ditulis oleh Yudho Ardi)"
Salah,MUHAIMIN ISKANDAR DAN PDIP AKAN BAWA BUKTI KECURANGAN DI SIDANG HAK ANGKET,GEGER MALAM INI || GIBRAN P4NIK KETAKUTAN BUKTI YANG DI BAWA MUHAIMIN DI DPR BISA GAGALKAN HASIL KPU BERITA TERBARU GIBRAN PANIK KETAKUTAN MUHAIMIN DAN PDIP AKAN BAWA BUKTI CURANG DI SIDANG HAK ANGKET,"Beredar sebuah video dari channel youtube bernama KUMPARAN TV bernarasikan Gibran panik akibat Muhaimin Iskandar dan PDIP akan bawa bukti kecurangan pemilu 2024 di hak angket.

Setelah ditelusuri, thumbnail yang ditampilkan dalam video tersebut adalah hasil manipulasi. Selain itu video unggahan tersebut hanya berisi cuplikan-cuplikan dari beberapa video yang digabung menjadi satu.

Pada awal video, narator dalam video tersebut membacakan judul dari artikel ayojakarta.com yaitu “Sekjen PDIP Hasto Kristiyanto Yakin Hak Angket Terus Bergulir untuk Ketahui Kecurangan Pemilu 2024” yang diunggah pada 29 Februari 2024.

Narasi tersebut dilanjut dengan isi dari artikel kumparan.com yang berjudul “Sejauh Mana Hak Angket Kecurangan Pilpres Bisa Bergulir?” yang dimuat pada 26 Februari 2024.

Dengan demikian, narasi dengan klaim Muhaimin dan PDIP akan bawa bukti kecurangan pemilu 2024 di hak angket tidak terbukti dan termasuk ke dalam konten yang dimanipulasi.","https://www.ayojakarta.com/news/7612017347/topik-khusus.html

https://kumparan.com/kumparannews/sejauh-mana-hak-angket-kecurangan-pilpres-bisa-bergulir-22EyoepfHLe/1",2024-03-08,"Hasil periksa fakta Pekik Jalu Utomo.
Informasi yang menyesatkan. Selain thumbnail merupakan hasil manipulasi, dalam video tersebut juga tidak ditemukan informasi kredibel terkait klaim narasi yang beredar."
Salah,Pasukan Elite Turki Melacak Pemfitnah Rizieq Shihab?,"Sebuah informasi tentang pasukan elite Turki melacak pemfitnah Habib Rizieq beredar setelah pentolan FPI itu ditangkap oleh otoritas keamanan Saudi Arabia pada 5 November 2018. Informasi itu diunggah oleh website Asia Satu Online pada 7 November 2018 dengan judul : GERAM! TURKI KERAHKAN PASUKAN ELITE BUAT LACAK PEMFITNAH HABIB RIZIEQ, KAMI DATANG BERSAMA KEMATIAN","Pertama, situs Asia Satu Online tidak memenuhi unsur sebagai media berita yang kredibel karena tidak diketahui  siapa penanggung jawab dan alamat perusahaan. Kedua, pasukan elite Turki tersebut bertugas untuk mengeliminasi serangan di dalam atau luar negeri dan melindungi negara dari terorisme. Dengan demikian, pasukan khusus Turki ini tidak berkepentingan dengan kasus Habib Rizieq di Arab Saudi. Ketiga, tidak ada pernyataan dari otoritas Turki menurunkan pasukan elitenya untuk campur tangan pada kasus Habib Rizieq dalam berita itu. Isi keseluruhan berita pun tidak sesuai dengan judul.",https://cekfakta.tempo.co/fakta/66/fakta-atau-hoax-benarkah-pasukan-khusus-turki-melacak-pemfitnah-rizieq-shihab,2018-11-09,Dari tiga fakta itu bisa disimpulkan bahwa informasi tentang pasukan elit Turki melacak pemfitnah Habib Rizieq adalah kabar bohong.
Salah,MURI Memberikan Penghargaan Kepada Prabowo Subianto Karena Kalah Tiga Kali Beruntun Sebagai Calon Presiden,#Rekor Museum Rekor Muri Indonesia (MURI) memberikan penghargaan kepada Prabowo Subianto karena kalah tiga kali beruntun sebagai calon presiden (capres).  ,"Postingan oleh akun TikTok Cyber Attacks 01 yang menunjukkan piagam penghargaan dari Museum Rekor Muri Indonesia (MURI) dengan memberikan penghargaan kepada Prabowo Subianto karena kalah tiga kali beruntun sebagai calon presiden (capres).

Setelah dilakukan penelusuran pada laman rekor MURI yaitu Muri.org, tidak dapat ditemukan mengenai informasi yang telah disebarkan oleh akun tersebut. Kemudian juga pencarian oleh google, tidak ditemukan juga jejak informasi mengenai penghargaan MURI Prabowo Subianto yang menyebutkan kalah 3 kali berturut – turut sebagai calon presiden (capres).

Saat penelusuran, yang ditemukan adalah beberapa penghargaan MURI yang berkaitan dengan Prabowo, contohnya ialah Rekor MURI Kategori Capres yang Mampu Capai Ketinggian 3000 Mdpl Puncak Everest. Sehingga, postingan yang telah diposting oleh akun Cyber Attacks 01 masuk dalam kategori satire.","https://www.google.com/amp/s/www.liputan6.com/amp/5506459/cek-fakta-hoaks-muri-berikan-penghargaan-pada-prabowo-karena-3-kali-kalah-beruntun-sebagai-capres
https://www.tribunnews.com/nasional/2014/04/26/prabowo-dapat-rekor-muri-kategori-capres-yang-mampu-capai-ketinggian-3000-mdpl-puncak-everest",2024-01-20,"Faktanya, tidak ada bukti yang dapat diverifikasi dalam postingan tersebut dan keterangan dalam MURI merupakan hasil editan, sehingga postingan ini masuk dalam kategori satire."
Salah,Akun Facebook Bupati Pasuruan Gus Irsyad Meminta Sejumlah Uang,Penerima pesan: siap gus Penerima pesan: ttp nomor sy Penerima pesan: perintah gus….. Oknum: 👍 Penerima pesan: mhn ijin….petunjuk…. Oknum: ngapunten saged kirim kan dsini sja no nya,"Terdapat sebuah gambar hasil tangkapan layar yang menunjukkan bahwa akun Bupati Pasuruan, Gus Irsyad meminta nomor ponsel seluler melalui opsi pengiriman pesan di Facebook.

Setelah melakukan penelusuran, pihak yang melakukan permintaan nomor tersebut bukanlah Gus Irsyad. Melansir dari situs resmi Pemerintah Kabupaten Pasuruan, akun Facebook dari Gus Irsyad sudah tidak lama digunakan, serta akun Facebook tersebut telah dibajak. Pembajakan akun Facebook tersebut dinilai merugikan banyak pihak karena kerap kali pembajak akun meminta sejumlah uang ataupun bantuan. Hasil periksa fakta dengan narasi serupa juga sudah diunggah melalui situs turnbackhoax.id dengan judul “[SALAH] Pesan Whatsapp Bupati Pasuruan Berikan Sejumlah Dana Bantuan untuk Yayasan”.

Dengan demikian, pesan yang dikirimkan melalui akun Facebook Gus Irsyad tersebut tidak sesuai fakta dan masuk ke dalam kategori imposter content atau konten tiruan.","https://klikjatim.com/awas-penipu-gunakan-akun-fb-bupati-pasuruan-gus-irsyad-palsu/
https://turnbackhoax.id/2020/10/16/salah-pesan-whatsapp-bupati-pasuruan-beri-bantuan-sejumlah-dana-untuk-yayasan/",2021-08-28,"Hal tersebut tidak benar. Melansir dari situs resmi Pemerintah Kabupaten Pasuruan, akun Facebook Gus Irsyad telah dibajak dan digunakan untuk melakukan penipuan dengan meminta uang atau bantuan."
Salah,Video Amatir Rekam Detik – Detik Gedung di Turki Ambruk akibat Gempa”,Video Amatir Rekam Detik-Detik Gedung di Turki Ambruk akibat Gempa,"Beredar video di YouTube yang menunjukkan sebuah gedung terlihat ambruk pada bagian depan gedung tersebut, video ini diklaim menjadi salah satu dari dampak gempa yang melanda Turki pada 6 Februari 2023.

Setelah ditelusuri, klaim tersebut salah. Faktanya, video tersebut tidak terjadi di Turki melainkan di Jepang yang sudah lama terpublikasi sejak 17 April 2016 melalui channel YouTube “tas hi”. Dilansir dari AFP sesuai dengan laporan yang dimuat oleh Net Labo kejadian tersebut merupakan panel penutup gedung yang copot dan terbawa angin akibat tidak bisa menahan angin kencang, bukan ambruknya sebuah gedung akibat gempa.

Diketahui video hoaks tersebut dipublikasi oleh channel YouTube iNews.id yang merupakan media pemberitaan di Indonesia, setelah ditelusuri dalam channelnya video yang keliru tersebut telah dihapus.

Dengan demikian, gedung di Turki ambruk akibat gempa merupakan hoaks dengan kategori Konteks yang Salah.",https://periksafakta.afp.com/doc.afp.com.33988M2,2023-02-27,"Hasil periksa fakta Mochamad Marcell

Faktanya video tersebut sudah lama beredar sejak April 2016, selain itu bukan gedung yang ambruk melainkan panel penutup gedung tersebut copot dan jatuh akibat angin kencang di Jepang. Selengkapnya pada bagian penjelasan."
